chr19	10080619	10080619
chr19	10089797	10089797
chr19	10090468	10090469
chr19	10091267	10091267
chr19	10091295	10091296
chr19	1009186	1009188
chr19	10097187	10097187
chr19	10097443	10097443
chr19	10097444	10097444
chr19	10192425	10192425
chr19	10200454	10200455
chr19	10226341	10226344
chr19	10229241	10229241
chr19	10229727	10229747
chr19	10251048	10251048
chr19	10251049	10251049
chr19	10260007	10260007
chr19	10264886	10264887
chr19	10270747	10270747
chr19	10270747	10270748
chr19	10291322	10291322
chr19	1032779	1032780
chr19	10363455	10363455
chr19	1043248	1043251
chr19	1046748	1046748
chr19	10469743	10469743
chr19	10543273	10543274
chr19	1056019	1056019
chr19	1061698	1061698
chr19	1061699	1061699
chr19	10665912	10665912
chr19	10676487	10676487
chr19	10741681	10741681
chr19	10751769	10751769
chr19	1090021	1090021
chr19	11019927	11019927
chr19	1105621	1105621
chr19	1105840	1105845
chr19	1110976	1110977
chr19	11230651	11230654
chr19	11303460	11303460
chr19	11314808	11314820
chr19	11411998	11411998
chr19	11436302	11436302
chr19	11437473	11437473
chr19	11447813	11447813
chr19	11459665	11459665
chr19	11488454	11488455
chr19	11549052	11549052
chr19	11557235	11557235
chr19	11558341	11558343
chr19	11651857	11651858
chr19	11942232	11942232
chr19	12024208	12024208
chr19	12145646	12145646
chr19	1219443	1219443
chr19	12204632	12204632
chr19	12204633	12204633
chr19	12491303	12491305
chr19	12543765	12543765
chr19	12734666	12734669
chr19	12754004	12754004
chr19	12763350	12763350
chr19	12787002	12787002
chr19	12969135	12969137
chr19	12976482	12976484
chr19	13054644	13054652
chr19	13409309	13409311
chr19	13868516	13868519
chr19	1389044	1389045
chr19	1389325	1389326
chr19	13900204	13900204
chr19	1394466	1394466
chr19	13947225	13947231
chr19	14184713	14184713
chr19	14522435	14522439
chr19	1457894	1457894
chr19	14580870	14580870
chr19	14694175	14694175
chr19	14736294	14736294
chr19	1474933	1474933
chr19	14857791	14857791
chr19	14863173	14863174
chr19	14910638	14910638
chr19	1496717	1496718
chr19	15014161	15014161
chr19	15052983	15052983
chr19	1506711	1506711
chr19	1527052	1527052
chr19	15278373	15278373
chr19	1535194	1535196
chr19	15355424	15355427
chr19	1555434	1555434
chr19	15575174	15575174
chr19	15651540	15651541
chr19	15654670	15654671
chr19	15661384	15661384
chr19	157187	157187
chr19	15730498	15730498
chr19	15997136	15997136
chr19	16013067	16013067
chr19	16013307	16013307
chr19	16021542	16021542
chr19	1619749	1619749
chr19	16268208	16268208
chr19	16548521	16548521
chr19	16591362	16591362
chr19	16593190	16593194
chr19	16596143	16596143
chr19	16770761	16770761
chr19	17006715	17006716
chr19	17006738	17006738
chr19	17011950	17011950
chr19	17283383	17283383
chr19	17294680	17294680
chr19	17313178	17313178
chr19	17339193	17339193
chr19	17339194	17339194
chr19	17416591	17416591
chr19	17514646	17514646
chr19	17531990	17531990
chr19	17566465	17566465
chr19	17729672	17729672
chr19	17744075	17744075
chr19	17779042	17779049
chr19	17786767	17786770
chr19	17883628	17883628
chr19	17946870	17946870
chr19	1796274	1796274
chr19	1800005	1800005
chr19	18123665	18123672
chr19	18142012	18142012
chr19	1825786	1825786
chr19	1825928	1825930
chr19	18271390	18271390
chr19	18331358	18331358
chr19	18344274	18344274
chr19	18453813	18453813
chr19	18499305	18499305
chr19	18502955	18502955
chr19	18544677	18544677
chr19	1877579	1877579
chr19	18897526	18897526
chr19	19035160	19035160
chr19	191142	191144
chr19	19215612	19215612
chr19	19308822	19308822
chr19	19447933	19447933
chr19	19653525	19653525
chr19	19749141	19749141
chr19	19750825	19750825
chr19	20232178	20232178
chr19	204944	204944
chr19	20736468	20736469
chr19	20807177	20807177
chr19	20828106	20828106
chr19	2111874	2111874
chr19	2129022	2129022
chr19	21299774	21299774
chr19	2137695	2137695
chr19	21493279	21493279
chr19	21560314	21560314
chr19	21561509	21561511
chr19	21817633	21817633
chr19	22551372	22551372
chr19	2280757	2280776
chr19	22937169	22937169
chr19	22940192	22940192
chr19	2324113	2324113
chr19	2340154	2340154
chr19	2341103	2341103
chr19	23542504	23542504
chr19	23845796	23845796
chr19	23927742	23927743
chr19	24118137	24118137
chr19	24345284	24345285
chr19	2477665	2477665
chr19	2514967	2514968
chr19	2538074	2538074
chr19	2538759	2538767
chr19	287970	287970
chr19	2901115	2901124
chr19	2989801	2989801
chr19	2994107	2994107
chr19	30054926	30054927
chr19	3006236	3006236
chr19	30106131	30106131
chr19	3015938	3015942
chr19	30190390	30190391
chr19	30190390	30190392
chr19	30190522	30190522
chr19	30190828	30190828
chr19	30192599	30192599
chr19	30303714	30303714
chr19	30311542	30311542
chr19	30313524	30313526
chr19	30500119	30500121
chr19	31840191	31840191
chr19	3203865	3203865
chr19	3206070	3206070
chr19	32930151	32930152
chr19	33073087	33073087
chr19	33131305	33131306
chr19	33133937	33133937
chr19	33168036	33168036
chr19	33229743	33229744
chr19	33304712	33304715
chr19	33316928	33316928
chr19	33321717	33321717
chr19	33512633	33512633
chr19	33585220	33585220
chr19	33620993	33620993
chr19	33665068	33665069
chr19	33699664	33699664
chr19	34302673	34302673
chr19	34302674	34302674
chr19	34304260	34304260
chr19	3433695	3433695
chr19	34717270	34717271
chr19	34824582	34824582
chr19	34843875	34843882
chr19	34872355	34872355
chr19	34922865	34922865
chr19	3539292	3539292
chr19	3543479	3543479
chr19	35513788	35513788
chr19	35523366	35523366
chr19	35533550	35533550
chr19	35541331	35541331
chr19	35551225	35551225
chr19	35556716	35556716
chr19	35614253	35614253
chr19	35758275	35758275
chr19	3576315	3576317
chr19	35993607	35993607
chr19	35994377	35994378
chr19	36002410	36002412
chr19	36002419	36002421
chr19	36002421	36002421
chr19	36133983	36133983
chr19	36135279	36135279
chr19	36145410	36145410
chr19	36167074	36167081
chr19	36167100	36167100
chr19	36211375	36211377
chr19	36258938	36258938
chr19	36259480	36259480
chr19	36335392	36335394
chr19	3648555	3648555
chr19	36526282	36526284
chr19	36564438	36564438
chr19	36564439	36564439
chr19	36572279	36572279
chr19	36585112	36585113
chr19	36642561	36642561
chr19	36642580	36642582
chr19	37063218	37063218
chr19	37063219	37063219
chr19	37185814	37185814
chr19	373619	373619
chr19	3750205	3750205
chr19	3752683	3752683
chr19	375772	375772
chr19	37690333	37690333
chr19	37697928	37697930
chr19	37721404	37721404
chr19	37721405	37721405
chr19	37879852	37879852
chr19	37879855	37879855
chr19	38023114	38023114
chr19	38282490	38282490
chr19	38282491	38282491
chr19	38283466	38283468
chr19	38673127	38673127
chr19	38795547	38795549
chr19	38795550	38795550
chr19	38899501	38899501
chr19	38935350	38935350
chr19	38994748	38994750
chr19	38995356	38995358
chr19	38997364	38997364
chr19	38998497	38998497
chr19	38998565	38998575
chr19	39023024	39023029
chr19	39051681	39051681
chr19	39066540	39066541
chr19	39076921	39076926
chr19	39106798	39106798
chr19	3922287	3922288
chr19	39227108	39227128
chr19	39227817	39227817
chr19	39228868	39228868
chr19	39232968	39232968
chr19	39400054	39400054
chr19	39412756	39412756
chr19	39437259	39437260
chr19	39590853	39590853
chr19	39881015	39881015
chr19	39957233	39957234
chr19	40366603	40366603
chr19	40397939	40397940
chr19	40570428	40570428
chr19	40570429	40570429
chr19	40876165	40876168
chr19	40947374	40947377
chr19	41007798	41007799
chr19	41084471	41084471
chr19	41095087	41095112
chr19	41123093	41123093
chr19	41135157	41135158
chr19	41173893	41173898
chr19	41247942	41247946
chr19	41622107	41622107
chr19	41626439	41626439
chr19	41642330	41642330
chr19	41703604	41703604
chr19	41712160	41712161
chr19	41727232	41727237
chr19	41759632	41759634
chr19	41869487	41869487
chr19	41924611	41924611
chr19	41928867	41928867
chr19	4199809	4199809
chr19	42083739	42083739
chr19	4210401	4210401
chr19	42188033	42188033
chr19	42364994	42364994
chr19	42946867	42946867
chr19	4325134	4325134
chr19	43268141	43268141
chr19	43359599	43359599
chr19	4338587	4338590
chr19	43407878	43407878
chr19	43593366	43593368
chr19	4363565	4363566
chr19	43674406	43674406
chr19	43688899	43688899
chr19	43702098	43702098
chr19	43708979	43708979
chr19	43759085	43759085
chr19	44005877	44005880
chr19	44047494	44047497
chr19	44082957	44082957
chr19	44086178	44086178
chr19	44306390	44306395
chr19	44501607	44501608
chr19	44503542	44503542
chr19	4453857	4453869
chr19	44590000	44590002
chr19	44662274	44662274
chr19	44778796	44778796
chr19	44847481	44847481
chr19	4497198	4497198
chr19	44976829	44976829
chr19	4499633	4499647
chr19	45016991	45016991
chr19	45138649	45138650
chr19	45147518	45147518
chr19	45157113	45157113
chr19	45202702	45202702
chr19	45465364	45465364
chr19	45477911	45477911
chr19	45494247	45494247
chr19	45537418	45537421
chr19	45801337	45801337
chr19	45849152	45849152
chr19	45854504	45854508
chr19	45867216	45867216
chr19	45867848	45867848
chr19	45912490	45912492
chr19	46003399	46003399
chr19	46032736	46032737
chr19	46136268	46136268
chr19	46175977	46175979
chr19	46184757	46184757
chr19	46195051	46195051
chr19	46214701	46214701
chr19	46265047	46265047
chr19	46272213	46272215
chr19	46327210	46327210
chr19	46345782	46345782
chr19	463811	463811
chr19	46506787	46506787
chr19	46521307	46521307
chr19	46652403	46652403
chr19	46815704	46815707
chr19	4682879	4682880
chr19	4689747	4689748
chr19	47104311	47104312
chr19	47137482	47137483
chr19	4720031	4720031
chr19	4720052	4720052
chr19	47700678	47700678
chr19	47774666	47774668
chr19	48000072	48000074
chr19	4817288	4817288
chr19	48184643	48184643
chr19	48244692	48244692
chr19	48284025	48284025
chr19	48305639	48305650
chr19	48321645	48321645
chr19	4844666	4844666
chr19	48601593	48601593
chr19	48613603	48613603
chr19	48613612	48613612
chr19	48613625	48613625
chr19	48630701	48630702
chr19	48657077	48657077
chr19	48657078	48657079
chr19	48668966	48668966
chr19	48668967	48668967
chr19	48735017	48735017
chr19	48867195	48867195
chr19	48950002	48950004
chr19	49119900	49119900
chr19	49120252	49120252
chr19	49120253	49120253
chr19	49131764	49131764
chr19	49141407	49141410
chr19	49277558	49277558
chr19	49336014	49336014
chr19	49336015	49336015
chr19	49401205	49401205
chr19	49442849	49442849
chr19	49463446	49463446
chr19	49513430	49513433
chr19	49519786	49519786
chr19	49573363	49573365
chr19	4960584	4960585
chr19	49618682	49618684
chr19	49644815	49644816
chr19	49644840	49644840
chr19	49645194	49645194
chr19	49657710	49657710
chr19	49657711	49657713
chr19	49657889	49657889
chr19	49671442	49671442
chr19	49685709	49685712
chr19	49685709	49685724
chr19	49705117	49705117
chr19	49916190	49916190
chr19	49935927	49935927
chr19	49944731	49944731
chr19	49979108	49979108
chr19	50028916	50028917
chr19	50040272	50040272
chr19	50093217	50093217
chr19	50095048	50095052
chr19	50216118	50216118
chr19	50309861	50309861
chr19	50311801	50311801
chr19	50314459	50314459
chr19	50315004	50315006
chr19	50322620	50322620
chr19	50331679	50331679
chr19	50368705	50368705
chr19	50399384	50399384
chr19	50484337	50484354
