chr19	1000717	1
chr19	1000785	2
chr19	1000799	10
chr19	10024322	5
chr19	1003158	1
chr19	1003172	1
chr19	1003221	1
chr19	1003374	2
chr19	1003439	4
chr19	1004687	1
chr19	10046886	1
chr19	1004710	6
chr19	1004724	5
chr19	1004740	10
chr19	1004808	4
chr19	1004823	5
chr19	1004844	7
chr19	1004872	2
chr19	1005034	1
chr19	1005230	6
chr19	1005334	2
chr19	1005531	3
chr19	1005598	1
chr19	10070305	5
chr19	10070724	1
chr19	10070952	1
chr19	10070954	3
chr19	10071063	12
chr19	10071256	3
chr19	10071347	6
chr19	10071634	2
chr19	10073533	1
chr19	10076990	2
chr19	10077158	7
chr19	10077419	13
chr19	10077462	1
chr19	10077931	1
chr19	10077947	2
chr19	10078107	7
chr19	10078125	7
chr19	10078505	6
chr19	10078589	15
chr19	10078802	3
chr19	10079013	1
chr19	10080140	6
chr19	10080410	1
chr19	10080672	8
chr19	10080726	1
chr19	10080729	1
chr19	10080764	1
chr19	10081276	1
chr19	1008358	7
chr19	10084292	17
chr19	10084422	6
chr19	10084551	13
chr19	1008504	1
chr19	10085054	3
chr19	10085062	1
chr19	10085196	1
chr19	1008683	6
chr19	10087200	5
chr19	10087331	2
chr19	10087880	1
chr19	10088271	11
chr19	1008879	5
chr19	10089088	1
chr19	10089220	2
chr19	10089262	15
chr19	10090634	3
chr19	10090649	6
chr19	10091500	3
chr19	1009485	6
chr19	1009585	2
chr19	10096482	3
chr19	10096487	2
chr19	10096616	2
chr19	10096650	3
chr19	10096681	1
chr19	10096686	8
chr19	10097536	3
chr19	1009776	1
chr19	1009883	5
chr19	10099744	3
chr19	10099748	4
chr19	10099883	2
chr19	10099910	7
chr19	10100061	9
chr19	10100270	1
chr19	10102177	1
chr19	10102567	7
chr19	10102676	7
chr19	10102765	2
chr19	10103583	8
chr19	10103659	3
chr19	10103755	2
chr19	1010406	1
chr19	10104153	4
chr19	10104154	5
chr19	10104272	4
chr19	10104322	5
chr19	10104400	4
chr19	10104531	2
chr19	10106513	1
chr19	10106671	4
chr19	1010673	2
chr19	10106857	5
chr19	1010691	9
chr19	10106936	5
chr19	1010807	2
chr19	10108714	7
chr19	10108850	4
chr19	10108861	4
chr19	1010903	1
chr19	1010908	7
chr19	1010910	6
chr19	1010973	8
chr19	10112091	1
chr19	10112148	1
chr19	1011215	9
